ID,Renta_secc,n,distance,feature_x,feature_y,nearest_x,nearest_y
"45195","10973","1",1018.690219890580579,471805.319090043834876,4428020.573795299977064,472729.464392315945588,4428449.158937820233405
"45197","10378","1",1498.857065666198878,439602.773532611725386,4412771.572308753617108,440874.247266807244159,4411977.892873119562864
"45198","8894","1",2826.423066504860799,472428.520037369278725,4414023.703772058710456,470306.796779323252849,4412156.364015309140086
"45199","10253","1",922.628262604561314,415916.227159544127062,4445068.744634429924190,414994.793025234073866,4445115.670608953572810
45200_AM,"9779","1",4487.157183788292969,424171.125756237015594,4362717.567663880996406,419974.529237329261377,4364306.012579360976815
"45201","8308","1",918.125758649341947,432750.641050211736001,4441435.865255913697183,433658.994776822568383,4441569.463220148347318
"45202","10219","1",2096.928979602150775,441316.624508248758502,4418449.281469858251512,441334.509444285533391,4420546.134176787920296
"45203","10102","1",755.199129491501481,422924.036807164142374,4434014.312678445130587,422265.942441524355672,4434384.768520750105381
"45205","9077","1",762.338818480343207,424187.069692655757535,4437884.680765974335372,424275.733780268055853,4438641.845974980853498
46001_AM,"12256","1",2746.571484886460894,647890.561612967518158,4437780.245123383589089,648322.583430044003762,4440492.626378141343594
46004_AM,"10768","1",487.272189589521190,712407.869174155057408,4301101.713390778750181,711952.804554832400754,4301275.926992394961417
"4600501","10206","1",135.989332318077459,718799.242558805388398,4370694.343426926061511,718925.851568220881745,4370743.974639274179935
"4600502","10497","1",253.439982653770102,717057.375353095820174,4369749.142915019765496,716813.826927037676796,4369679.028801090084016
"4600503","10617","1",58.043247460460456,719145.709075981751084,4370235.881364740431309,719153.228272909182124,4370178.327214122749865
"46006","9036","1",40.539986229720157,714823.978249865001999,4302858.517265564762056,714805.585708784987219,4302894.644885416142642
46007_AM,"12355","1",317.614866230872167,722514.451154423411936,4363181.614993337541819,722286.910376640502363,4363403.210114440880716
"46008","10736","1",25.292331473660816,726714.012231012224220,4344506.014952660538256,726725.611844314029440,4344528.490517227910459
"46009","13773","1",48.170146044083033,727618.937083198921755,4381165.647868688218296,727594.973669611616060,4381207.434442837722600
46011_AM,"11745","1",1147.506077366510453,713605.859435393707827,4333813.532255899161100,714288.339893854805268,4332891.040726717561483
"46013","14904","1",147.323030143967571,728965.017865681205876,4375698.142678496427834,729006.757113185827620,4375839.429303583689034
"46014","11669","1",385.327032470296388,730485.344857292482629,4380471.444134660996497,730660.539372120518237,4380814.640585584565997
"46015","10919","1",424.920538956636506,719878.766539116855711,4362176.891901119612157,719718.168618211871944,4362570.294712787494063
46016_AM,"11276","1",925.900603145189621,707463.343785902718082,4329344.705410267226398,707447.341936659533530,4330270.467727347277105
"4601701","12751","1",17.399286759340821,712646.521499946131371,4335937.277726708911359,712629.188712504808791,4335935.757970398291945
"4601702","11069","1",126.219806700442348,723282.554086413816549,4334896.335031101480126,723385.739813619293272,4334823.642904261127114
"4601703","13064","1",66.217151290438153,721549.897120217210613,4336727.196897201240063,721599.026345126912929,4336682.800609239377081
"4601704","8576","1",84.641445532850867,722156.995667797746137,4336783.645593398250639,722113.325973020051606,4336711.139510481618345
"4601705","13142","1",809.894671370910260,726844.887718668906018,4334264.151376064866781,726466.104943030280992,4334980.009593587368727
"4601901","12396","1",58.276662145503010,712330.070266598835588,4340555.189310043118894,712274.379287971649319,4340538.022940293885767
"4601902","10889","1",468.439618802173925,715945.028974932269193,4341849.757438083179295,716237.898553628241643,4341484.157812347635627
"46020","9642","1",482.613953865908400,707514.243610235396773,4316337.759967273101211,707093.496365811093710,4316574.166364765726030
"46021","10738","1",176.963183088263179,716079.806757041951641,4370822.085553169250488,715909.813181803678162,4370772.910838666372001
46022_AM,"11541","1",411.559624300402788,727162.369039857061580,4364831.978279307484627,727500.704937334754504,4364597.649141485802829
"46025","12504","1",150.482153948006498,725065.962419292307459,4379869.735233023762703,725216.433765587978996,4379871.538729849271476
"46029","5684","1",143.611303017850730,721950.188035215251148,4343636.868719596415758,721970.318589897593483,4343779.062134080566466
"4603101","12391","1",127.980003557123737,718131.198948443285190,4348685.717941020615399,718008.251408193027601,4348721.253608411177993
"4603102","11455","1",296.964560508970123,717819.062446646625176,4349150.767238796688616,718091.149538174271584,4349031.785875456407666
"4603103","11309","1",74.414806556162816,718854.661282707354985,4348672.546339971944690,718884.524713835213333,4348604.386682431213558
"46032","12570","1",51.019067025099709,727791.028540277038701,4377186.371517648920417,727838.960884109488688,4377203.848234011791646
"46034","10968","1",0.547407088140817,744414.137072494020686,4314484.124581767246127,744414.576051919022575,4314483.797547236084938
"46035","13295","1",35.987863197478717,723221.346582031808794,4352930.703519367612898,723238.112493719789200,4352962.547364970669150
46037_AM,"12164","1",672.081189686999778,746073.095483254874125,4313291.789605211466551,746744.693803364527412,4313317.261588977649808
"46039","10161","1",15.737262766477709,702987.378344117314555,4321045.121863042935729,702973.833295216783881,4321037.109804027713835
"46042","11149","1",14.354985062110789,707581.899068396305665,4306636.721727324649692,707568.667060456238687,4306642.287655998952687
"46044","10273","1",45.007550890503985,666717.782029933645390,4320637.401504722423851,666711.841537755564786,4320592.787715488113463
46045_AM,"11334","1",212.232672438910981,722998.102210691780783,4321355.694416360929608,723209.168166270945221,4321377.917594486847520
"46048","11486","1",435.947194101911975,746761.332759899552912,4315436.119962545111775,747047.260336382198147,4315765.202592065557837
"46051","11505","1",2160.135400901773664,704635.771415432449430,4385407.121275579556823,702666.728014183114283,4386295.407847709022462
"46054","11673","1",115.939424724278282,723991.345506157493219,4366851.221559012308717,723939.616021139197983,4366747.462171074934304
46055_AM,"11033","1",741.167544132458261,740122.009615109767765,4314226.989978114143014,739393.375759029644541,4314362.717765428125858
46058_AM,"11426","1",1224.535057947707855,734193.083859399659559,4401980.971309253014624,735167.884004800929688,4401239.856753554195166
"46060","14190","1",806.513901745478051,720380.089442964526825,4351494.944379488006234,719610.483114078873768,4351736.130557051859796
"46062","11307","1",51.584813276836371,721326.916882332065143,4314851.517974201589823,721322.941598193254322,4314902.949385584332049
46063_AM,"12048","1",859.832072287755182,702835.704325509141199,4340339.747730695642531,701982.075839577475563,4340236.647776569239795
46067_AM,"11581","1",1021.740657990986165,678799.800707330810837,4396317.386064508929849,677816.958999072550796,4396596.628161442466080
"4607001",,"1",1690.676104601365068,716001.413314610719681,4387894.257837295532227,716718.608018302358687,4389425.276272085495293
"4607002",,"1",1375.663173588026666,719905.693594785756432,4384733.920894419774413,720863.877960678655654,4385721.003407751210034
"46072","12298","1",11.528597448419484,707815.310063467244618,4290871.242634272202849,707817.425670919590630,4290859.909816253930330
46073_AM,"10242","1",2887.803769547205320,689248.630776999169029,4330206.579591747373343,692091.701598604675382,4330712.898576920852065
"46074","12050","1",228.857724846139803,726306.718636234290898,4377722.913861652836204,726286.147227518609725,4377950.845156926661730
"46077","11820","1",2089.049974532784745,685178.444944678689353,4366606.260691986419261,683600.277539054048248,4365237.495761138387024
"4607801","11353","1",107.580837941278475,722981.654983427491970,4376052.307377142831683,722882.056084549869411,4376011.641715528443456
"4607802","10662","1",121.692951088459949,722025.505184021196328,4376812.580183893442154,721920.832937821629457,4376750.508489699102938
46080_AM,"10127","1",5720.050478269889936,638518.159713365137577,4375170.543465082533658,633081.682535259984434,4376949.220885498449206
"46081","10116","1",910.094794176285859,709200.024641596130095,4313983.098406614735723,710105.371382451034151,4313890.255457446910441
"46082","16084","1",254.895996658126165,738697.325822187820449,4396029.433425060473382,738943.983369887806475,4395965.152609298937023
"4608301","10882","1",25.159994726370776,719864.284132814151235,4331426.511841608211398,719859.590091857244261,4331401.793603116646409
"4608302","11977","1",151.476140452209052,720461.405766820767894,4332886.346062304452062,720412.351388304727152,4332743.032807248644531
"4608303","11029","1",358.974291341469211,721061.787207226618193,4333039.709483932703733,720818.170537397847511,4333303.363537619821727
"4608304","13801","1",81.882960755183987,725046.957983073778450,4330220.915419154800475,725110.328640202060342,4330169.060052246786654
46084_AM,"10890","1",825.881747432228394,708219.059277054970153,4324048.813510986045003,708406.302205707761459,4323244.437512828968465
"46085","9924","1",743.803697527568715,712651.735107487766072,4345709.976131459698081,713203.530606129323132,4345211.211990673094988
46089_AM,"10545","1",1909.294696868487790,691097.243770816829056,4397096.313452670350671,693006.534082768717781,4397092.221487710252404
"46093","10541","1",70.403241370258414,706353.762331292498857,4347841.391798067837954,706293.312258322373964,4347805.302948358468711
"46094","9370","1",701.363531709468703,724364.605122268898413,4364005.269078352488577,723671.843476730980910,4364114.777553291991353
46097_AM,"13753","1",7591.860571632065330,673056.489659331040457,4340604.565869864076376,677877.297260053572245,4346469.389909502118826
"46098","10186","1",1071.503794530744699,728751.524773837416433,4337762.577516009099782,729310.568627395550720,4336848.471202994696796
"46102","10738","1",1495.263169493318173,715408.216832946171053,4372181.531812830828130,715909.813181803678162,4370772.910838666372001
"46105",,"1",291.605089359125543,736787.399727689335123,4338426.183198160491884,737043.769783253781497,4338565.136149730533361
46106_AM,"12389","1",7234.295959997421960,669908.031166130327620,4408850.359822640195489,671416.276992447557859,4401775.034207219257951
"46109","10600","1",18.917904694500614,699669.375958908116445,4375791.326269783079624,699675.544377397163771,4375809.210277481935918
"46110","10789","1",181.226013866296569,721080.996631118119694,4370881.145864346064627,721028.549869687296450,4370707.674813973717391
"46111","10638","1",2343.709094813501451,694176.452838329714723,4373344.679528759792447,695969.065859176684171,4371834.874614672735333
"46113","12071","1",435.187522678754476,746860.863183457055129,4317535.170353810302913,746639.268744491040707,4317160.625183617696166
"46116","15073","1",378.179446084567530,712518.319402076886036,4382137.097842685878277,712251.369958023307845,4381869.221588119864464
46118_AM,"10261","1",1963.499447399360861,691143.714557944214903,4316371.641439163126051,689687.407293152064085,4315054.637555170804262
46120_AM,"13169","1",1246.988233220832171,725558.286341319675557,4400625.478963103145361,725546.188604527036659,4399378.549414750188589
"46122","11426","1",209.882692935750413,734978.967183750122786,4401148.417268002405763,735167.884004800929688,4401239.856753554195166
"46123","10799","1",70.209583777122290,733465.661329142400064,4333389.653982444666326,733422.250969226355664,4333334.473131543956697
"46126","13037","1",184.257497837709394,726812.654315969091840,4380601.602207677438855,726738.630365521064959,4380770.336555898189545
46127_AM,"10557","1",402.716887148616877,745328.993987795314752,4311175.394419087097049,744955.532462213071994,4311024.704737607389688
46128_AM,"10762","1",3241.914773584997874,687367.044740983867086,4297259.074887067079544,684135.426344231469557,4297517.249124666675925
"4613101","13908","1",119.060048777721363,744239.554068016586825,4316909.821122806519270,744353.949113848968409,4316876.820081854239106
"4613102","9834","1",352.335924592893889,744174.867298875702545,4318149.213964060880244,744255.469290423789062,4317806.221365427598357
"4613103","11502","1",72.183245529666451,745330.138992854044773,4316391.266150526702404,745402.174880702630617,4316395.876117669977248
"4613104","10524","1",586.382682419888056,744682.644299156498164,4320910.827950627543032,744335.195503828814253,4320438.467934466898441
"4613105","8493","1",36.698555485869392,743649.496370673528872,4316937.048530380241573,743653.480848753824830,4316900.566919818520546
"4613106","11886","1",190.574360693664630,743696.362213397864252,4316110.878652352839708,743519.334004857460968,4316040.312369081191719
"4613107","10406","1",23.391616549700867,739121.262948301853612,4318416.048233308829367,739098.898639090592042,4318422.904281610623002
"46132","10057","1",594.103726590079305,719563.337052334100008,4318270.805285835638642,719822.290414479444735,4317736.106871603988111
"46134","13890","1",448.519891010696199,728450.375155509216711,4394532.721463067457080,728072.916466490481980,4394290.450889706611633
"46135","21259","1",801.283958637460046,721148.676253675948828,4379385.624031701125205,720608.355526199913584,4379977.324541950598359
"46136","11720","1",18.883103601497769,700868.340488055720925,4366663.308091375045478,700886.494393186178058,4366668.504949092864990
"46139","11611","1",83.892200750632810,713260.537714097998105,4339876.206486795097589,713177.416622786317021,4339864.858115725219250
46143_AM,"10843","1",1118.468829057968833,740010.457001319737174,4323321.994933275505900,741070.258818637579679,4323679.475883235223591
"46145","10188","1",1212.484906439447968,715461.512906902120449,4320025.049720297567546,715260.141338946996257,4318829.403811191208661
"4614701","8893","1",119.404419989389950,706556.887596113025211,4388742.211990044452250,706631.818531755707227,4388649.245488568209112
"4614702","10243","1",3263.493734200756535,700735.706610550405458,4396028.326958275400102,698599.765090920031071,4398495.743659581989050
46150_AM,"10241","1",2706.527786853933776,729323.113551136106253,4316612.116953344084322,730384.366811990272254,4314122.330983157269657
46155_AM,"10445","1",1194.563002960567701,730506.368197908159345,4337244.761068924330175,729977.672482118476182,4338315.957413273863494
"46156","11505","1",3103.913656935300423,707623.082928893272765,4352300.843163212761283,704738.515205868170597,4351154.741491897962987
"46157","10609","1",37.026509545502762,713183.294248654157855,4322770.423956766724586,713164.175914232502691,4322802.132815119810402
"4615901","11713","1",183.046496233015603,718612.536929783644155,4374133.971792331896722,718558.514311416423880,4374308.864835326559842
"4615902","11455","1",39.714099950695363,718293.225916696712375,4374521.474561259150505,718283.850951576489024,4374482.882855364121497
"4615903",,"1",99.579717929781879,714983.751352376304567,4375140.098439214751124,714884.323827526066452,4375145.601849530823529
46160_AM,"11024","1",342.125309346198378,720137.370850709499791,4325287.177429079078138,720270.059561002650298,4325602.523958243429661
"46163","13781","1",2.128389041787353,730636.485680835903622,4381773.440467936918139,730634.357537905802019,4381773.472834312357008
"46164","11469","1",345.422700963312423,729136.959877920220606,4383929.841190905310214,728810.915016944520175,4383815.772829945199192
"46165","10142","1",339.657690242697015,726251.253964927629568,4364157.892994476482272,726537.787249095621519,4363975.503237075172365
"46166","14004","1",271.492697747938962,729081.163639760226943,4378424.442401464097202,729337.920486115617678,4378336.214249607175589
46168_AM,"11238","1",461.802517401436774,747936.160918116336688,4315939.692263343371451,747763.967538247583434,4315511.193716078996658
"46169","9397","1",84.599734611149145,721864.836907716002315,4372751.182854848913848,721913.478269271436147,4372681.964843881316483
"46170","9779","1",11.123827482546290,691048.354388455161825,4304036.790680434554815,691037.665857649291866,4304033.709309461526573
"4617101","10971","1",122.344023652668227,724104.918469056370668,4380476.986151278018951,724081.337542374269105,4380356.936161605641246
"4617102","11202","1",466.941402999754189,723641.784796617925167,4382552.404623867943883,723196.337818863918073,4382692.444846108555794
"46172","11735","1",792.280441862745079,708122.854756220709532,4359871.518866876140237,707577.369907459011301,4360446.109658944420516
46173_AM,"10855","1",640.130134400798738,718223.394413524772972,4306809.342672483995557,717639.423085395130329,4307071.533589356578887
"46176","9897","1",66.403846774667286,702343.041595385526307,4356322.290444212965667,702279.915533860912547,4356301.685318082571030
46177_AM,"12573","1",785.440631297845471,726816.113090069149621,4383850.343992440029979,726599.268754054442979,4383095.429746163077652
"46178","13414","1",2018.273631737019741,721938.137132768635638,4390669.951552434824407,722933.404795441194437,4388914.140989702194929
"46179","10340","1",5.169763714914826,697508.880445408518426,4329519.594121203757823,697504.031985127250664,4329517.799994739703834
"46181","8575","1",1536.107400744563620,751126.032255437690765,4309300.641455860808492,750719.851956314756535,4310782.074380844831467
46182_AM,"11649","1",1192.140559813117079,711195.083330912282690,4399816.282919120974839,710014.107175340526737,4399979.054029340855777
"46183","10477","1",14.317750194067713,712854.678921563550830,4310166.348867178894579,712868.774853924987838,4310168.859377382323146
"4618401","9548","1",217.130423843298104,707338.497462577535771,4299772.941582428291440,707184.622778657940216,4299926.134932829067111
"4618402","12354","1",2049.056672432127471,703508.411631306167692,4298579.378127811476588,703469.065455425647087,4296530.699254663661122
"4618403","13303","1",30.744865485346018,708154.439582210499793,4300076.586901524104178,708142.108678742311895,4300048.423173550516367
"46186","11188","1",228.194919616624105,722731.593648116220720,4367235.544002451933920,722947.967434907332063,4367163.050514961592853
"46190","15973","1",857.517935694575158,717631.194971811259165,4378053.087703579105437,716802.727905878447928,4378274.400447682477534
"46191","10139","1",2791.965605459481139,695139.419093876262195,4385442.980216146446764,694168.460703198215924,4382825.288151437416673
"46193","11852","1",41.340768270071784,720653.240923387580551,4368071.809598317369819,720644.104977236012928,4368031.490947433747351
"46194","14122","1",1284.188713696464447,716628.636517405509949,4358348.292096070945263,716842.618088456569239,4357082.056517817080021
46195_AM,"11571","1",417.492109662080281,748520.798218541080132,4314479.139182365499437,748484.058683618204668,4314063.266764184460044
46197_AM,"10869","1",1142.499213146910051,728081.943298690021038,4341220.126881573349237,726939.464085953542963,4341226.887096536345780
"46199","12913","1",166.704635909738926,731050.492308735498227,4383789.786709076724946,730898.381714476738125,4383857.998165211640298
46200_AM,"9811","1",1264.944453125724067,724531.310430642915890,4306179.832557859830558,724822.086948069278151,4304948.762500386685133
"46202","12580","1",756.950992316928136,711001.518185047432780,4386493.573061441071332,711695.500347766792402,4386191.309000399895012
46203_AM,"10662","1",745.874803632572025,718027.588061527698301,4328439.213502979837358,718657.419203988742083,4328838.765695665962994
"4620401","13778","1",31.718420933110934,728689.954188860952854,4387350.714777478948236,728663.785485184402205,4387368.638425946235657
"4620402","13999","1",28.145835491270365,732996.766987183829769,4385247.178287571296096,733022.628349066711962,4385236.070721813477576
"46205","12049","1",98.673120644591762,731250.159852700773627,4388833.874495601281524,731203.643186686909758,4388746.853897346183658
"46207","12180","1",630.310479856108032,727721.100252981879748,4386188.220603779889643,727174.593735164613463,4386502.261886097490788
"46211","11360","1",0.523196994969381,742382.480266444152221,4314710.461640896275640,742382.726508641499095,4314710.923268317244947
46212_AM,"10810","1",2025.544057539243113,709554.547089630970731,4352568.121801824308932,711215.197346292319708,4353727.893095693551004
"46213","10790","1",5447.282273467193590,660407.923559332848527,4366901.738145787268877,662798.973159502376802,4371796.200933096930385
46214_AM,"10139","1",3393.198137415717156,690920.019203702686355,4383805.809147702530026,694168.460703198215924,4382825.288151437416673
"46216","17290","1",214.510680873332007,722328.844751345575787,4379423.671827447600663,722428.183334369794466,4379233.549029941670597
46217_AM,"9645","1",1321.050047253930643,709798.060434868792072,4319471.226458372548223,708477.740991549566388,4319515.155889769084752
46218_AM,"12249","1",1452.496204717267801,733713.912616643821821,4310165.476497448980808,733000.531791019719094,4308900.236195233650506
4622003_AD,"16041","1",144.941735818108668,731114.012936073122546,4398022.322098704986274,731027.468391016591340,4398138.589671582914889
4622005_AD,"19199","1",1505.158928046290157,736677.600200248649344,4397352.245995738543570,737692.186094533768483,4398464.054820040240884
"4622006","11286","1",495.548375923052618,735939.691940049873665,4391295.529007580131292,735601.232092178077437,4390933.571656144224107
"4622007","12904","1",158.650345136534924,738465.324266905779950,4394653.343854233622551,738485.824189562932588,4394810.664180901832879
"46223","10270","1",578.252218349855411,725870.058759213658050,4367102.949625099077821,725384.607034027460031,4366788.764567306265235
"46228","11089","1",130.658308443498555,718217.939441088936292,4395850.234417571686208,718316.767782131675631,4395935.701092785224319
46229_AM,"14423","1",3877.705937034561885,681612.640564439585432,4382334.189296127296984,685291.016860468778759,4383561.442798433825374
"46230","11032","1",28.407509652871003,723788.625811515958048,4359566.614643248729408,723811.402554291300476,4359549.637994780205190
46231_AM,"11077","1",2003.099350561772098,731327.902036605169997,4325612.409040788188577,731388.378991789068095,4323610.222849118523300
"46233","11002","1",9.568395343907399,726233.305626226705499,4351276.522713906131685,726239.949963239487261,4351283.407986240461469
"4623501","12200","1",991.146891382584840,731612.740409367252141,4349116.704629565589130,731808.445691257365979,4350088.338101064786315
"4623502","11787","1",382.101042753074182,734901.971191099612042,4345002.222829964011908,734621.442364799557254,4344742.791173283942044
"4623503","10376","1",154.768552012871595,733386.000341976294294,4340509.341276586987078,733490.134786258102395,4340394.845328159630299
"4623504","11091","1",119.757254788581591,729649.580511994310655,4343938.779082846827805,729551.109653794672340,4344006.935448359698057
"46237","12191","1",115.674546123208358,726613.969722487730905,4376402.610205249860883,726598.123753772699274,4376288.026149219833314
"4623801","8134","1",116.340371233042688,736344.667588087613694,4328597.511972486972809,736241.259780675871298,4328544.202429767698050
"4623802","10928","1",111.050717586329228,736067.558184310561046,4328112.988464333117008,736024.321728070382960,4328215.276639251969755
"4623803","14915","1",48.336303924977656,737489.989376656129025,4329290.796493704430759,737446.537926527904347,4329269.621750284917653
"4624401","10036","1",91.230780399507452,718291.176704259007238,4368633.285868940874934,718201.097350549418479,4368618.837155241519213
"4624402","10591","1",172.142438236339842,718205.378172767465003,4367831.059164798818529,718172.173078586813062,4367999.968728655949235
"4624403","10242","1",71.554408589351624,717337.329878692631610,4367618.991876104846597,717265.806227346532978,4367616.894094730727375
"4624404","13258","1",2146.232018603710458,713082.416267143911682,4365963.001406458206475,715206.874830465065315,4366267.940237063914537
"4624801","10411","1",1345.178512040512942,700886.164622127544135,4363680.149465448223054,702231.316080374526791,4363671.618133105337620
"4624802","11658","1",1696.313839269590517,698336.966064572450705,4359149.885513416491449,699812.892389531596564,4359986.020744458772242
"46249","9000","1",58.435666382077443,652554.822325371671468,4386758.178348883055151,652538.741854034829885,4386814.357931892387569
"4625001","16490","1",88.262441928388128,725650.858104788581841,4372723.970717370510101,725573.025203507742845,4372682.349831587634981
"4625002","17562","1",70.873701942221004,726217.827087050187401,4371581.133463611826301,726214.969138428452425,4371510.317407828755677
"4625003","18617","1",86.651094992038281,724883.562246758956462,4372095.132171998731792,724874.069011345738545,4372009.002672147005796
"4625004","17029","1",390.557016000166470,723081.289620163151994,4373874.279415855184197,723469.052979626343586,4373827.649384708143771
"4625005","12595","1",53.887431125869135,725749.189100279472768,4373913.778273634612560,725770.758390888804570,4373963.160668634809554
"4625006","24645","1",133.522347675904768,727053.345210438827053,4372763.706674492917955,726920.169968006084673,4372754.085233235731721
"4625007","6185","1",139.954709750553775,723368.895888261962682,4372029.007632696069777,723250.230626185191795,4371954.806040006689727
"4625008","13751","1",90.521523520374330,723623.519278831779957,4370869.401109149679542,723679.822727588820271,4370798.520449738949537
"4625009","12437","1",73.949405528447770,724682.431913935579360,4369541.455491413362324,724746.983917502104305,4369505.378443120047450
"4625010",,"1",798.911325699408053,727497.099839124013670,4369505.367881752550602,726904.278697307920083,4370040.925908624194562
"4625011","13033","1",598.193419597153593,729972.470277453889139,4371171.662760033272207,729719.795071079861373,4371713.871767089702189
"4625012","13788","1",115.341452250686459,728169.304847715888172,4371498.568673423491418,728115.007142331101932,4371600.330207400023937
"4625013","19060","1",358.337766640201039,728557.659640416619368,4373156.618348248302937,728723.036140131996945,4373474.512305948883295
"4625014","15020","1",101.156405717638123,727417.104076386545785,4374050.551709119230509,727458.509056807146408,4373958.257364687509835
"4625015","9680","1",12.447273101846983,726342.624880815856159,4375102.927945953793824,726354.671233205706812,4375106.061634159646928
"4625016","8607","1",223.999285544589128,724301.788225315976888,4375501.680296705104411,724164.303993915207684,4375324.836393670178950
"4625017","12820","1",295.390739699540461,725917.057079057092778,4379112.001172269694507,726128.315943578141741,4379318.460323826409876
"4625018","10444","1",157.900955981295851,722003.690083264256828,4375456.185765837319195,721860.592278352938592,4375522.937021476216614
"4625019","16614","1",1741.840130469123324,728584.616602876922116,4359602.280869765207171,728606.566332538961433,4357860.579044112935662
46251_AM,"10828","1",2704.157258546288631,702183.085359347518533,4310262.886947501450777,700435.827770581003278,4308199.017427050508559
46255_AM,"11233","1",1636.579705965847552,740193.254834803869016,4308371.859434973448515,741695.605415052035823,4309020.963331131264567
"46256","10740","1",513.539873364712321,701415.329888300620951,4381571.527345610782504,700940.060827807756141,4381766.058889771811664
"46257","10440","1",24.908764841040384,714513.002791453502141,4327844.850221409462392,714491.574734280933626,4327832.150420949794352
"46258","11464","1",19.470924295923709,687143.560740977060050,4397563.647489950060844,687148.823076593806036,4397544.901164528913796
"46260","12820","1",57.319451746663269,726115.579073337139562,4379374.346741541288793,726128.315943578141741,4379318.460323826409876
46261_AM,"11163","1",2827.074591125607640,687782.041652657208033,4355847.602118698880076,689919.721714537125081,4357697.649333455599844
"46903","15954","1",604.347544321847977,715023.272809052839875,4382321.701468742452562,715625.103210476809181,4382266.600450150668621
47004_AM,"10015","1",2087.137111467354771,326339.666925205849111,4565231.039565479382873,328405.292612795019522,4565529.923892328515649
47007_AM,"13237","1",3359.034975524218680,366513.237143014499452,4595603.632891087792814,369750.009056257724296,4594705.622006724588573
"47010","13432","1",254.157641684106267,350316.869952567270957,4609407.556791695766151,350568.041580018005334,4609446.401616192422807
47023_AM,"14525","1",1571.550547525542697,355006.947821658337489,4598971.965185070410371,355371.235811333695892,4600500.711528976447880
"47027","12058","1",1039.000979489735300,365223.967228925204836,4620759.193948016501963,366181.647893426881637,4620356.241369888186455
47030_AM,"13506","1",3979.726367187675351,391236.276497750950512,4595876.505897174589336,393873.765303818043321,4592896.258465238846838
"47050","11303","1",1346.968442432074653,357481.186801861156709,4626101.152823525480926,358152.498761380324140,4627268.913174759596586
"47052","11812","1",1133.381635193066359,362227.567481064354070,4606092.029233401641250,362401.118022885057144,4604972.013992243446410
47066_AM,"13700","1",1684.756795345542741,352594.192761607700959,4623116.787920269183815,352150.842070527956821,4624742.163453548215330
47071_AM,"13506","1",1761.426110008894057,325547.406702491338365,4614376.726605139672756,326466.349673675431404,4615879.446058907546103
"4707501","11370","1",2146.738596645546750,370168.805540930188727,4579234.319022123701870,369644.615071188542061,4577152.562323140911758
"4707502","10425","1",1624.340665590538492,373404.706122925446834,4577416.754374023526907,373301.172357733652461,4575795.716633143834770
"47076","13475","1",315.053710497475720,356862.599457394739147,4603815.906885678879917,356997.242689327686094,4604100.740241507999599
"4708501","12297","1",854.628217556720756,339970.645055928151123,4571275.651530373841524,339383.496404902252834,4571896.655436837114394
"4708502","8748","1",410.467866220761834,335910.268251522735227,4574256.084838359616697,335697.254031848628074,4573905.216185703873634
"4708503","9842","1",383.985224568067792,341572.241423892788589,4577465.428107302635908,341936.948879739386030,4577345.290168513543904
47086_AM,"9599","1",2150.960725125426052,338408.592581007338595,4635898.085264216177166,336282.726520029536914,4635570.479507528245449
"47090","11652","1",2047.174127095526501,359568.465738407336175,4587771.697925399057567,357654.774471802054904,4588498.820777995511889
47101_AM,"10444","1",4742.352707041472058,317565.088978278043214,4588330.506862520240247,322114.884065600170288,4589668.144280269742012
47104_AM,"11065","1",3664.926297581005201,356525.120159977348521,4570654.660204217769206,353606.506415741518140,4572871.274419334717095
47112_AM,"11467","1",1516.352110296230194,362821.354984644742217,4588156.824225295335054,362328.927434546698350,4586722.655884303152561
"47114","12005","1",3052.041986935653767,406413.452155417646281,4605591.746340689249337,404893.594110286794603,4608238.440847554244101
47129_AM,"13876","1",2772.785541955320241,397855.789175708079711,4615194.382861864753067,399446.078648842696566,4612922.969413521699607
"47133","12695","1",588.977522534311788,364444.444500350393355,4612268.687246565707028,364987.491767353960313,4612496.709587248973548
47139_AM,"10098","1",2882.653961416315724,338957.454009610286448,4583291.591998108662665,341248.309893985104281,4581541.828248828649521
"47155","11526","1",191.844169923006916,361170.637026938318741,4617715.712862780317664,361353.942443968087900,4617772.310650908388197
"47161","12888","1",1238.474259725162483,347204.611748854047619,4606085.391786089166999,346309.270441573404241,4606941.068381234072149
"4716501","9897","1",2498.785956275959961,328205.178846512862947,4596205.713194081559777,325708.767462708463427,4596096.802872744388878
"4716502","15609","1",998.461788995893130,337715.379786305071320,4597606.692698895931244,338636.066108055238146,4597220.347463352605700
47173_AM,"13223","1",2802.183917172676047,371534.741011516307481,4619039.523996055126190,370824.555630050715990,4616328.828249643556774
"4717501","13441","1",307.474976910110286,367937.225370417290833,4603416.061855081468821,367704.540498384565581,4603215.067796082235873
"4717502","12356","1",211.415144361401786,367512.917045260430314,4607456.974419169127941,367596.178075982548762,4607651.303943504579365
47182_AM,"10868","1",2410.711432493120810,348959.280842838576064,4591746.285822502337396,350591.395929731777869,4593520.470129131339490
"4718601","22871","1",153.440042431459915,355915.414906751131639,4612456.640804322436452,355762.084473402006552,4612462.439496445469558
"4718602","21209","1",100.522516635537897,355639.768157265265472,4611735.111134231090546,355667.444330818718299,4611638.473637532442808
"4718603","17021","1",116.067536625721431,356457.261600681871641,4611927.768668822012842,356513.482245006598532,4611826.226006802171469
